LOGMSTAR,MU_DELTA,LOGMH,LOGMH_S,LOGMGAS,NAME,B_A,B_A_INNERDISK
9.39,8.98091,11.0149,11.1599,7.96712,rs0616 ,0.62,0.658288
9.69,8.80166,11.2879,11.3869,8.34696,rs0617 ,0.59,0.688209
8.51,7.84658,10.9339,10.9369,8.95704,rs0618 ,0.92,0.917659
10.29,9.43161,11.6049,11.8449,9.04819,rs0619 ,0.44,0.493152
8.73,7.83569,10.9139,10.9969,8.48934,rs0620 ,0.32,0.333382
8.73,7.88936,11.9819,12.2289,8.87171,rs0621 ,0.28,0.277903
10.73,10.2176,11.9819,12.2289,8.92325,rs0622 ,0.95,0.968571
8.39,8.55671,10.9029,10.9109,8.3979,rs0623 ,0.8,0.795084
9.19,8.99805,14.1009,14.1649,9.16603,rs0624 ,0.5,0.575717
10.71,8.54233,12.0879,12.1509,10.0874,rs0625 ,0.42,0.463791
9.61,9.06831,11.2389,11.3759,9.01479,rs0626 ,0.58,0.570101
8.97,8.92377,11.0259,11.1849,8.47044,rs0627 ,0.77,0.833238
8.47,8.4729,14.1009,14.1649,7.80483,rs0628 ,0.88,0.890594
10.85,10.4996,14.1009,14.1649,9.05308,rs0629 ,0.73,0.768323
8.77,7.94541,11.9819,12.2289,8.25168,rs0630 ,0.33,0.321461
8.57,8.20475,11.2389,11.3759,8.55785,rs0631 ,0.35,0.429896
9.87,9.4977,14.1009,14.1649,8.61906,rs0632 ,0.93,0.948991
10.27,9.38463,11.5559,11.6789,9.01098,rs0633 ,0.61,0.611769
9.05,8.78614,11.9819,12.2289,9.0178,rs0634 ,0.6,0.61264
7.99,7.55849,11.9209,12.1119,8.45768,rs0635 ,0.47,0.493449
9.73,9.29179,12.4299,12.6899,9.15851,rs0636 ,0.4,0.413036
8.71,8.007,14.1009,14.1649,8.51658,rs0637 ,0.57,0.681581
8.99,8.45027,14.1009,14.1649,8.12037,rs0638 ,0.88,0.883193
8.91,7.64734,14.1009,14.1649,8.11804,rs0639 ,0.46,0.5
9.09,9.00165,12.4299,12.6899,8.80769,rs0640 ,0.65,0.708956
9.17,8.2853,11.0469,11.1819,8.12706,rs0641 ,0.35,0.34757
10.65,10.4018,14.1009,14.1649,9.03852,rs0642 ,0.63,0.767224
8.99,8.96744,12.4299,12.6899,7.63365,rs0643 ,0.92,0.944577
8.67,7.4832,10.9679,10.9879,9.13181,rs0644 ,0.33,0.33927
8.81,7.84733,11.0629,11.0799,8.66607,rs0645 ,0.95,0.836061
8.37,7.61342,11.6639,11.6049,8.89951,rs0646 ,0.27,0.283167
10.35,9.08462,14.1009,14.1649,8.96869,rs0647 ,0.76,0.761636
10.69,9.84737,14.1009,14.1649,9.09629,rs0648 ,0.42,0.330489
9.67,8.91434,14.1009,14.1649,8.35089,rs0649 ,0.92,0.922852
10.01,8.6249,11.6639,11.6049,10.0223,rs0650 ,0.45,0.491177
11.01,9.81588,12.4299,12.6899,9.08249,rs0651 ,0.46,0.519063
9.01,8.66096,14.1009,14.1649,8.34483,rs0652 ,0.69,0.707065
9.57,9.15351,14.1009,14.1649,8.25642,rs0653 ,0.83,0.830908
9.35,8.98065,14.1009,14.1649,8.13245,rs0654 ,0.89,0.873235
8.19,7.36325,11.0629,11.0799,8.48784,rs0655 ,0.73,0.906146
10.19,9.47309,11.7049,11.6559,9.11233,rs0656 ,0.51,0.617894
8.57,8.3969,14.1009,14.1649,7.84531,rs0657 ,0.59,0.585115
10.49,9.65364,11.9209,12.1119,8.87753,rs0658 ,0.4,0.395203
8.89,7.63921,14.1009,14.1649,8.2783,rs0659 ,0.64,0.60286
9.51,8.3212,11.9209,12.1119,9.55669,rs0660 ,0.54,0.520923
8.51,8.02977,11.4439,11.4499,8.14235,rs0661 ,0.69,0.654901
9.95,10.3132,14.1009,14.1649,8.67045,rs0662 ,0.82,0.85522
9.27,9.32935,14.1009,14.1649,8.15679,rs0663 ,0.87,0.892891
9.69,9.14456,12.5259,12.7849,8.72811,rs0664 ,0.43,0.436313
8.89,8.43998,14.1009,14.1649,7.8139,rs0665 ,0.85,0.911345
9.49,9.85542,14.1009,14.1649,8.27106,rs0666 ,0.85,0.919963
9.73,8.33584,11.3799,11.4029,9.59421,rs0667 ,0.28,0.336099
9.39,8.87227,14.1009,14.1649,8.52036,rs0668 ,0.69,0.683139
10.55,9.5262,14.1009,14.1649,9.22349,rs0669 ,0.41,0.437449
10.97,8.93636,12.5259,12.7849,9.19235,rs0670 ,0.22,0.258893
8.77,7.9864,10.9659,11.0209,8.51886,rs0671 ,0.46,0.488963
9.47,8.64096,14.1009,14.1649,8.24271,rs0672 ,0.57,0.575646
11.63,9.34436,14.1009,14.1649,9.22186,rs0673 ,0.59,0.524424
9.13,8.60137,14.1009,14.1649,8.46483,rs0674 ,0.52,0.539826
9.79,9.88297,14.1009,14.1649,8.33581,rs0675 ,0.95,0.864
9.65,9.41083,11.9209,12.1119,8.3735,rs0676 ,0.45,0.581109
9.01,8.21356,11.4439,11.4499,9.14716,rs0677 ,0.95,0.961924
8.45,7.77935,14.1009,14.1649,8.94625,rs0678 ,0.35,0.340729
9.13,7.97863,11.4439,11.4499,9.30144,rs0679 ,0.45,0.445052
9.61,9.03845,11.4439,11.4499,9.52369,rs0680 ,0.35,0.374182
10.69,9.7458,14.1009,14.1649,9.04479,rs0681 ,0.47,0.455741
10.15,9.68789,14.1009,14.1649,8.80118,rs0682 ,0.71,0.741536
9.31,9.17338,14.1009,14.1649,8.23391,rs0683 ,0.83,0.85655
9.25,9.18269,14.1009,14.1649,8.52532,rs0684 ,0.84,0.799386
9.17,9.4778,14.1009,14.1649,7.71584,rs0685 ,0.91,0.646848
8.85,9.31524,14.1009,14.1649,7.62271,rs0686 ,0.95,0.939117
10.87,10.0136,14.1009,14.1649,9.19551,rs0687 ,0.62,0.569595
11.21,9.75173,14.1009,14.1649,9.32597,rs0688 ,0.61,0.625307
8.97,8.58625,10.9019,11.0909,7.8939,rs0689 ,0.95,0.969094
8.85,8.24181,14.1009,14.1649,7.98036,rs0690 ,0.7,0.756066
9.69,8.94057,12.5259,12.7849,8.82682,rs0691 ,0.45,0.449089
9.13,9.28735,14.1009,14.1649,7.90271,rs0692 ,0.92,0.942588
9.19,9.61726,10.9849,11.1739,7.73581,rs0693 ,0.88,0.867116
10.01,9.65003,14.1009,14.1649,8.61863,rs0694 ,0.94,0.944566
9.71,9.52272,14.1009,14.1649,8.3598,rs0695 ,0.57,0.619697
9.69,8.9066,11.2529,11.3749,8.77658,rs0696 ,0.87,0.865
9.15,8.62079,14.1009,14.1649,7.92273,rs0697 ,0.61,0.63593
9.37,8.31864,12.5259,12.7849,9.39991,rs0698 ,0.63,0.642633
9.07,8.4434,12.5259,12.7849,8.10812,rs0699 ,0.63,0.641201
8.45,7.91073,14.1009,14.1649,8.49669,rs0700 ,0.38,0.365001
8.83,8.21657,14.1009,14.1649,7.96037,rs0701 ,0.55,0.56422
9.01,8.48451,14.1009,14.1649,7.55584,rs0702 ,0.79,0.816839
8.87,8.47806,12.5259,12.7849,8.39312,rs0703 ,0.71,0.800817
8.85,7.97939,11.4819,11.6579,7.98036,rs0704 ,0.33,0.34001
10.17,9.4663,11.4819,11.6579,8.72025,rs0705 ,0.47,0.498993
9.19,9.28929,14.1009,14.1649,7.96271,rs0706 ,0.76,0.831989
9.63,9.13155,14.1009,14.1649,8.32739,rs0707 ,0.68,0.754147
10.13,10.0244,11.4699,11.5709,8.70012,rs0708 ,0.88,0.885773
10.35,9.62068,11.6019,11.6879,8.7313,rs0709 ,0.69,0.715311
8.63,7.41016,11.0479,11.0389,8.83703,rs0710 ,0.46,0.4796
9.67,9.39021,14.1009,14.1649,8.33835,rs0711 ,0.65,0.671987
8.33,7.47719,14.1009,14.1649,8.41389,rs0712 ,0.29,0.301068
8.69,7.50144,10.9439,10.9729,9.49228,rs0713 ,0.3,0.299
10.69,9.64797,11.8719,12.0689,9.12789,rs0714 ,0.46,0.483997
8.45,7.51715,10.8634,10.8939,8.73272,rs0715 ,0.43,0.440584
10.23,9.5784,12.5259,12.7849,8.86563,rs0716 ,0.78,0.807078
10.41,9.43513,14.1009,14.1649,9.0618,rs0717 ,0.33,0.291203
8.65,8.2292,11.8719,12.0689,7.85804,rs0718 ,0.68,0.657927
10.83,9.72866,11.9969,12.3659,9.11667,rs0719 ,0.28,0.410721
9.07,7.85244,14.1009,14.1649,8.65943,rs0720 ,0.19,0.194411
8.23,7.53701,11.2889,11.3369,8.79121,rs0721 ,0.53,0.547142
8.55,8.20616,10.9039,10.9369,8.81014,rs0722 ,0.94,0.97344
9.41,8.74338,11.2889,11.3369,9.20544,rs0724 ,0.73,0.669245
9.95,9.02937,11.3359,11.5319,8.46404,rs0725 ,0.39,0.409777
8.57,8.1541,10.9099,10.9399,8.67197,rs0726 ,0.63,0.633505
8.69,7.66507,11.6399,11.8419,8.53226,rs0727 ,0.62,0.629693
10.29,9.75785,11.6399,11.8419,8.89443,rs0728 ,0.34,0.346054
8.65,7.9814,10.6593,10.9812,7.98483,rs0729 ,0.57,0.583662
8.17,7.44755,14.1009,14.1649,8.62422,rs0730 ,0.3,0.295781
9.15,8.14274,11.2699,11.1919,9.3636,rs0731 ,0.62,0.613082
8.67,8.91452,11.2699,11.1919,7.44271,rs0732 ,0.9,0.900774
9.83,8.31434,11.3389,11.4859,9.30723,rs0733 ,0.19,0.190933
8.91,8.75357,11.0789,11.0709,8.75339,rs0734 ,0.64,0.631112
8.51,8.1554,10.6655,10.9444,7.84483,rs0735 ,0.91,0.905341
8.51,8.00433,11.4479,11.6409,8.45628,rs0736 ,0.9,0.895034
8.01,7.78759,10.5538,10.8343,8.64436,rs0737 ,0.58,0.593462
8.83,8.07319,10.9759,11.0799,8.87313,rs0738 ,0.3,0.304809
8.25,8.39195,10.5932,10.8836,8.23785,rs0739 ,0.68,0.679789
8.69,7.59618,10.9679,11.0159,8.86164,rs0740 ,0.49,0.494584
10.07,9.21005,11.4479,11.6409,8.17766,rs0741 ,0.38,0.445439
8.57,8.49362,12.1879,12.2049,8.09312,rs0742 ,0.75,0.755437
8.35,7.91592,11.5229,11.6439,9.18179,rs0743 ,0.93,0.924249
9.65,10.2083,12.1879,12.2049,8.33053,rs0744 ,0.8,0.662549
10.11,9.06477,11.5229,11.6439,9.89041,rs0745 ,0.36,0.380204
8.77,7.80316,10.9259,10.9999,9.04473,rs0746 ,0.87,0.865783
9.05,8.21294,12.1879,12.2049,8.52546,rs0747 ,0.3,0.317079
9.89,8.58989,12.1879,12.2049,8.80172,rs0748 ,0.28,0.315789
9.39,9.89902,12.1879,12.2049,7.93581,rs0749 ,0.95,0.944
10.63,9.24255,12.1879,12.2049,9.15506,rs0750 ,0.49,0.376573
9.37,8.78428,12.2359,12.1069,8.39958,rs0751 ,0.8,0.803665
8.47,7.349,11.0279,10.9419,9.19413,rs0752 ,0.48,0.497957
8.07,7.31194,12.2359,12.1069,9.03045,rs0753 ,0.37,0.369245
9.23,8.34514,12.1879,12.2049,8.46258,rs0754 ,0.4,0.44353
8.69,8.21302,12.1879,12.2049,9.11697,rs0755 ,0.58,0.574237
8.83,8.65289,12.1879,12.2049,8.4281,rs0756 ,0.5,0.52085
10.77,9.37386,12.2359,12.1069,8.73763,rs0757 ,0.95,0.977252
8.93,8.52333,12.2359,12.1069,8.13803,rs0758 ,0.53,0.545907
8.13,7.50958,12.2359,12.1069,8.30118,rs0759 ,0.88,0.720956
8.55,7.75119,10.7874,10.9379,8.24569,rs0760 ,0.81,0.826383
10.43,10.0579,11.8549,11.8659,9.10565,rs0761 ,0.45,0.63322
9.09,7.70586,12.2359,12.1069,9.21511,rs0762 ,0.74,0.720152
9.17,8.21525,11.2299,11.2019,9.37416,rs0763 ,0.63,0.62539
8.33,8.35706,11.2299,11.2019,8.72924,rs0764 ,0.57,0.563188
8.13,5.32991,11.2299,11.2019,8.72867,rs0765 ,0.72,0.68099
9.03,8.04557,10.9819,11.1669,8.16036,rs0766 ,0.32,0.320548
8.39,7.66208,11.5119,11.3599,9.21679,rs0767 ,0.65,0.637002
9.35,7.90054,11.5119,11.3599,9.92443,rs0768 ,0.42,0.463309
9.11,8.01413,11.5119,11.3599,8.95373,rs0769 ,0.9,0.927691
8.21,7.32034,10.701,10.875,9.12883,rs0770 ,0.38,0.386233
8.45,7.40253,10.9239,10.9389,9.28115,rs0771 ,0.61,0.652934
8.17,7.65746,10.6817,10.8665,9.07248,rs0772 ,0.48,0.512472
8.19,7.4826,10.5582,10.8707,8.17785,rs0773 ,0.75,0.841426
8.75,7.40953,11.0799,11.0249,9.27062,rs0774 ,0.63,0.656884
8.89,7.60558,11.1439,11.0879,9.53759,rs0775 ,0.6,0.604169
8.43,8.30935,10.8186,10.8989,8.53197,rs0776 ,0.75,0.743069
8.53,6.98678,11.0219,11.0119,9.4042,rs0777 ,0.31,0.286651
8.73,8.02153,10.9759,11.0029,8.79069,rs0778 ,0.38,0.389428
10.29,9.54102,11.9229,11.9679,10.087,rs0779 ,0.49,0.48998
7.99,7.16094,11.9229,11.9679,8.54916,rs0780 ,0.51,0.524832
9.89,8.43589,11.9229,11.9679,9.59568,rs0781 ,0.29,0.298552
8.43,8.72359,10.9639,10.9159,8.99721,rs0782 ,0.92,0.913532
10.45,8.98295,11.8999,11.8459,10.0426,rs0783 ,0.56,0.560813
10.29,9.61588,11.8509,11.9879,8.98292,rs0784 ,0.56,0.536654
8.69,8.04414,11.0089,10.9919,9.2571,rs0785 ,0.87,0.877393
8.45,7.61661,10.9019,10.9159,9.4531,rs0786 ,0.27,0.274518
7.85,7.02638,10.7032,10.8041,9.09873,rs0787 ,0.5,0.543962
9.23,7.80096,11.2999,11.1929,9.73341,rs0788 ,0.25,0.270792
8.55,7.20947,10.9639,10.9649,9.22959,rs0789 ,0.83,0.731298
8.27,7.6412,10.9159,10.9009,9.09681,rs0790 ,0.61,0.615634
8.39,8.43666,10.7641,10.9152,8.45547,rs0791 ,0.73,0.722756
8.15,7.95123,10.5949,10.8624,8.38621,rs0792 ,0.78,0.77071
9.09,7.96208,11.1979,11.1569,8.97025,rs0793 ,0.88,0.881608
8.75,8.01882,10.9869,11.0119,8.7621,rs0794 ,0.86,0.861203
8.37,7.78863,11.8049,11.7839,8.66784,rs0795 ,0.79,0.784049
8.17,6.95916,10.7903,10.8659,8.72917,rs0796 ,0.5,0.574375
10.09,9.63791,11.8049,11.7839,9.59096,rs0797 ,0.44,0.447202
9.87,9.48481,11.8049,11.7839,9.20483,rs0798 ,0.57,0.652097
8.59,7.79089,11.8049,11.7839,8.82621,rs0799 ,0.4,0.483746
8.89,7.65155,11.5959,11.7199,8.25434,rs0800 ,0.51,0.531474
10.21,10.0365,11.5959,11.7199,8.63936,rs0801 ,0.41,0.45451
8.61,7.92979,10.9449,10.9579,9.35614,rs0802 ,0.35,0.34963
8.15,6.80229,10.7014,10.8624,9.36298,rs0803 ,0.19,0.189713
8.61,8.67922,11.0069,10.9589,9.54775,rs0804 ,0.64,0.663766
8.45,7.78514,10.9629,10.9799,9.46827,rs0805 ,0.27,0.263753
9.61,8.71753,11.1749,11.3329,9.03089,rs0806 ,0.34,0.408554
8.35,7.44552,10.7346,10.8609,8.5378,rs0807 ,0.7,0.694233
10.79,10.1089,12.2049,12.3789,9.18862,rs0808 ,0.7,0.80815
9.81,8.8003,11.6999,11.4609,9.94716,rs0809 ,0.79,0.768941
8.33,7.40863,11.6999,11.4609,9.20005,rs0810 ,0.34,0.33777
9.69,8.53629,11.1619,11.4049,8.6536,rs0811 ,0.26,0.278848
9.37,9.83367,11.1879,11.2639,8.72328,rs0812 ,0.64,0.626517
9.45,8.49909,12.2049,12.3789,9.53989,rs0813 ,0.69,0.736997
8.07,8.53117,10.8422,10.9819,9.27547,rs0814 ,0.8,0.752883
8.73,7.94938,11.0339,11.0039,9.51684,rs0815 ,0.39,0.470898
8.33,8.2984,10.8211,10.9819,8.48431,rs0816 ,0.61,0.651978
10.39,9.85071,11.7179,11.9039,8.83533,rs0817 ,0.63,0.62691
8.59,8.11589,10.9579,10.9519,8.45444,rs0818 ,0.8,0.807057
8.41,7.86012,10.8171,10.9099,8.45669,rs0819 ,0.47,0.531768
8.13,8.06094,10.7634,10.8659,8.95169,rs0820 ,0.73,0.753965
8.27,8.05336,10.8539,10.8839,8.75104,rs0821 ,0.57,0.582543
8.15,7.81657,10.7925,10.9819,9.00447,rs0822 ,0.53,0.591443
10.09,8.52703,11.6739,11.5909,8.78703,rs0823 ,0.71,0.694034
10.07,8.70194,11.6649,11.5509,9.70228,rs0824 ,0.61,0.610152
9.97,10.1854,11.3449,11.5709,8.65375,rs0825 ,0.57,0.476384
10.33,8.88124,11.6789,11.9099,10.1298,rs0827 ,0.33,0.312366
8.67,7.65097,10.9359,10.9949,8.87623,rs0828 ,0.43,0.438147
9.81,8.74657,11.3129,11.5509,8.5809,rs0829 ,0.31,0.342929
9.73,9.08678,11.9859,11.7209,9.3409,rs0830 ,0.31,0.334348
9.77,7.98743,11.9859,11.7209,10.083,rs0831 ,0.49,0.509629
8.73,7.97542,10.9079,10.9869,8.71786,rs0832 ,0.39,0.401583
9.65,9.53709,11.9859,11.7209,9.82783,rs0833 ,0.82,0.729482
9.71,8.43743,11.4269,11.3789,9.47245,rs0834 ,0.48,0.480125
9.79,9.67163,11.2679,11.4329,8.48566,rs0835 ,0.95,0.939732
9.67,8.18287,11.4159,11.3579,9.76849,rs0836 ,0.56,0.597341
8.21,7.64238,11.4159,11.3579,8.32972,rs0837 ,0.55,0.570012
10.05,8.15725,11.4719,11.6239,9.20984,rs0838 ,0.26,0.287636
9.91,8.16574,11.7689,11.5209,9.92007,rs0839 ,0.73,0.716817
8.65,8.82852,10.9359,10.9579,8.28235,rs0840 ,0.56,0.568968
8.45,7.80322,12.8199,12.9189,8.32963,rs0841 ,0.36,0.358952
8.87,8.0498,11.2259,11.0889,9.4901,rs0842 ,0.58,0.606885
9.27,8.20603,11.2979,11.3429,8.10727,rs0843 ,0.52,0.521717
9.17,8.79346,11.0069,11.1629,8.20812,rs0844 ,0.72,0.737407
9.11,8.15556,11.2979,11.3429,8.31803,rs0845 ,0.29,0.30544
9.25,8.19965,12.8199,12.9189,8.801,rs0846 ,0.35,0.352239
9.71,9.3661,11.4039,11.3629,9.63468,rs0847 ,0.92,0.962041
8.95,8.93686,12.8199,12.9189,7.87389,rs0848 ,0.91,0.914974
9.81,9.39394,12.8199,12.9189,8.47494,rs0849 ,0.48,0.480016
9.49,8.04122,11.2769,11.2499,9.10711,rs0850 ,0.54,0.529486
11.09,8.72407,12.8199,12.9189,9.30668,rs0851 ,0.54,0.500886
10.35,9.57496,12.8199,12.9189,9.02067,rs0852 ,0.59,0.6406
9.05,7.56376,11.0349,11.1419,9.17129,rs0853 ,0.18,0.182865
8.99,8.34919,10.9599,11.0319,8.19804,rs0854 ,0.85,0.850968
8.99,8.44037,11.1479,11.2759,8.37831,rs0855 ,0.5,0.503913
8.15,7.0205,10.8012,10.8679,9.45052,rs0856 ,0.8,0.570611
7.97,7.50661,10.7757,10.8619,8.97641,rs0857 ,0.36,0.392959
8.95,8.09227,11.0909,11.1689,8.22532,rs0858 ,0.66,0.680473
9.45,9.26925,11.0729,11.2919,8.35658,rs0859 ,0.91,0.907466
8.99,8.64066,11.0909,11.1689,8.02812,rs0860 ,0.78,0.775129
9.03,8.91902,11.1479,11.2759,7.57581,rs0861 ,0.78,0.796298
8.95,9.0178,11.1479,11.2759,7.87389,rs0862 ,0.76,0.744945
8.73,7.6741,12.3389,11.7209,9.53949,rs0863 ,0.47,0.511621
8.01,6.97593,10.6378,10.8343,9.32693,rs0864 ,0.37,0.345676
8.87,8.25828,11.0249,11.0949,8.14531,rs0865 ,0.81,0.817111
9.55,8.05413,11.4349,11.3619,9.86007,rs0866 ,0.68,0.684875
8.29,7.91878,10.8038,10.8769,8.83164,rs0867 ,0.4,0.393687
9.83,9.08278,11.5499,11.4829,9.82798,rs0868 ,0.54,0.639537
9.15,9.43691,11.1119,11.1889,9.0376,rs0869 ,0.68,0.679717
8.47,8.44374,10.9899,10.9669,8.72198,rs0870 ,0.54,0.586858
9.11,8.25011,11.1959,11.1729,9.58408,rs0871 ,0.58,0.605803
8.61,7.49816,10.9779,10.9349,9.52909,rs0872 ,0.55,0.559875
10.35,8.5398,11.9059,11.7119,9.94327,rs0873 ,0.52,0.614372
8.85,8.29999,12.9579,13.0949,8.18483,rs0874 ,0.63,0.634139
9.47,9.13009,11.1129,11.2849,8.31765,rs0875 ,0.39,0.39714
8.13,8.66533,10.6665,10.8582,8.30118,rs0876 ,0.95,0.942118
9.65,9.82943,11.9339,12.1759,8.04097,rs0877 ,0.66,0.640296
8.89,8.10706,11.9339,12.1759,8.16532,rs0878 ,0.79,0.613707
10.55,10.0482,11.9339,12.1759,8.97121,rs0879 ,0.95,0.953897
9.77,7.87706,11.4459,11.4379,9.97327,rs0880 ,0.19,0.194094
8.71,8.64974,12.9579,13.0949,8.14696,rs0881 ,0.71,0.704797
10.31,9.08055,12.9579,13.0949,8.99754,rs0882 ,0.39,0.359624
10.01,9.63186,12.9579,13.0949,8.68834,rs0883 ,0.77,0.817528
11.07,9.93107,12.9579,13.0949,9.10635,rs0884 ,0.95,0.965812
8.79,8.68658,10.7962,13.0909,7.99804,rs0885 ,0.81,0.809635
9.45,8.72295,12.9579,13.0949,8.27158,rs0886 ,0.33,0.370512
9.91,8.08397,11.7799,11.5099,10.1512,rs0887 ,0.83,0.847768
8.67,7.53884,10.7859,13.0909,8.33481,rs0888 ,0.27,0.261155
10.25,9.06271,12.9579,13.0949,9.01943,rs0889 ,0.45,0.478706
8.25,8.30061,10.4513,10.8836,7.94569,rs0890 ,0.92,0.939656
9.27,9.15997,11.1299,11.2359,9.27874,rs0891 ,0.92,0.813635
10.07,9.32194,11.3959,11.5979,8.76636,rs0892 ,0.56,0.591652
8.47,8.1567,10.9519,10.9229,9.07878,rs0893 ,0.82,0.799791
8.11,7.87286,10.5884,10.8542,8.3303,rs0894 ,0.46,0.490561
8.13,7.73252,10.5263,10.8582,8.70189,rs0895 ,0.4,0.441214
10.21,9.45688,11.5489,11.7369,8.87,rs0896 ,0.81,0.879207
9.15,8.8478,11.5489,11.7369,8.67313,rs0897 ,0.72,0.722275
8.49,7.67545,10.4491,10.9394,7.62037,rs0898 ,0.84,0.704476
8.93,7.89426,11.2539,11.2269,9.32446,rs0899 ,0.73,0.743821
8.87,8.44219,11.2539,11.2269,8.86549,rs0900 ,0.41,0.39072
8.15,7.62401,10.6827,10.8624,9.24655,rs0901 ,0.4,0.415172
7.55,7.1812,9.68283,10.7514,8.26911,rs0902 ,0.54,0.555491
10.05,8.1816,11.7179,11.6239,9.95528,rs0903 ,0.59,0.583106
7.37,7.4803,9.59716,10.7213,8.93646,rs0904 ,0.75,0.745207
8.31,7.16632,10.8306,10.8759,9.26481,rs0905 ,0.49,0.502034
8.95,9.32338,11.0609,11.0469,9.21984,rs0906 ,0.75,0.722345
8.99,8.0657,11.0999,11.1239,9.48153,rs0907 ,0.4,0.410474
7.99,8.49797,10.688,10.8304,8.61201,rs0908 ,0.7,0.686119
9.11,7.77025,11.0429,11.1429,9.72242,rs0909 ,0.21,0.216014
8.53,7.37168,10.8344,10.9209,9.21286,rs0910 ,0.18,0.176876
8.37,7.10194,10.9379,10.9289,9.38434,rs0911 ,0.64,0.545241
9.93,9.32085,11.6109,11.5379,9.42182,rs0912 ,0.85,0.853055
8.15,8.1317,10.7084,10.8624,8.521,rs0913 ,0.91,0.910186
8.21,7.74547,10.8678,10.8729,8.71745,rs0914 ,0.49,0.491248
8.37,8.25325,10.826,10.8799,8.6828,rs0915 ,0.52,0.539658
9.27,7.85547,11.2809,11.2479,9.69025,rs0916 ,0.23,0.293061
7.89,8.58224,11.2809,11.2479,8.72584,rs0917 ,0.94,0.876564
10.41,9.83653,12.1969,11.9189,9.11459,rs0918 ,0.75,0.831741
8.75,7.66407,11.1099,11.0079,9.54255,rs0919 ,0.34,0.440899
8.71,8.32074,11.5199,11.3769,8.84716,rs0920 ,0.48,0.473956
9.69,8.78297,11.5199,11.3769,9.75548,rs0921 ,0.86,0.822007
8.85,8.00333,11.1259,11.0719,9.58717,rs0922 ,0.79,0.824693
8.55,7.62467,10.9409,10.9339,9.14601,rs0923 ,0.33,0.334165
8.87,7.16113,11.0469,11.0609,8.38638,rs0924 ,0.72,0.956861
8.49,8.62313,10.7359,10.9394,8.43628,rs0926 ,0.59,0.580595
9.71,7.94728,11.1909,11.4079,9.31572,rs0927 ,0.15,0.170519
8.55,7.93447,10.9949,10.9539,9.07523,rs0930 ,0.59,0.625006
8.69,7.39249,11.0309,11.0219,9.38069,rs0931 ,0.43,0.42795
8.61,7.72746,11.0479,10.9659,9.22868,rs0932 ,0.59,0.599077
8.57,7.47274,11.0569,10.9659,9.42004,rs0933 ,0.52,0.537068
8.91,8.24175,11.0549,11.0869,8.29831,rs0934 ,0.69,0.686989
9.03,7.74818,11.1729,11.1159,9.44617,rs0935 ,0.64,0.638875
9.33,8.86704,11.2309,11.2479,8.81168,rs0936 ,0.47,0.530385
8.03,7.44703,10.6838,10.8382,9.28267,rs0937 ,0.77,0.771
7.99,7.31015,10.6473,10.8304,9.68445,rs0938 ,0.51,0.517223
8.05,7.76786,10.6838,10.8421,8.51768,rs0939 ,0.52,0.482214
9.87,9.71329,11.4569,11.5349,8.64271,rs0940 ,0.59,0.678016
8.71,7.8004,11.0289,11.0029,9.47536,rs0941 ,0.43,0.449049
9.67,9.10963,11.2449,11.3849,9.53202,rs0942 ,0.39,0.542167
8.43,7.92415,10.9459,10.9179,9.61877,rs0943 ,0.45,0.459693
8.47,8.46544,10.8677,10.9119,9.1398,rs0944 ,0.81,0.851734
9.15,8.26866,11.2739,11.2189,9.65057,rs0945 ,0.68,0.683016
8.79,7.68236,11.0819,11.0319,9.45058,rs0946 ,0.81,0.880242
9.47,7.86033,11.3249,11.3049,9.45796,rs0947 ,0.21,0.2259
9.11,7.46473,11.2129,11.1579,9.65426,rs0948 ,0.53,0.523528
7.83,8.44302,10.6226,10.8004,8.61968,rs0949 ,0.93,0.920798
9.41,8.66887,11.2389,11.2629,9.4045,rs0950 ,0.52,0.510443
10.23,9.91869,11.5779,11.7469,8.87461,rs0951 ,0.76,0.805953
8.35,7.65399,10.9319,10.9109,9.00207,rs0952 ,0.35,0.362557
10.31,10.0208,11.7229,11.7159,8.45326,rs0953 ,0.87,0.79281
10.75,8.77026,11.9939,12.1939,10.2191,rs0954 ,0.22,0.231416
8.85,7.31302,11.0359,11.0519,9.35385,rs0955 ,0.67,0.562384
7.91,7.42695,10.1313,10.8152,8.08118,rs0956 ,0.35,0.355448
8.53,8.03214,10.9999,10.9479,9.59751,rs0957 ,0.4,0.378479
9.49,8.24236,11.4929,11.3189,9.23022,rs0958 ,0.88,0.914937
8.33,7.68922,10.9249,10.9049,9.28369,rs0959 ,0.25,0.247108
8.51,7.46549,11.0649,10.9439,9.78245,rs0960 ,0.35,0.353825
8.63,7.62274,11.8149,11.6779,9.05697,rs0961 ,0.38,0.413369
8.91,9.08592,12.5209,12.6169,7.98497,rs0962 ,0.83,0.853138
8.33,7.551,12.5209,12.6169,9.20148,rs0963 ,0.74,0.842059
8.83,8.23766,12.5209,12.6169,7.92258,rs0964 ,0.68,0.699692
11.09,9.32023,12.5209,12.6169,9.03803,rs0965 ,0.77,0.775602
11.23,8.84101,13.1159,12.7459,10.1525,rs0966 ,0.77,0.7512
9.09,8.61645,11.1819,11.1519,9.17422,rs0967 ,0.48,0.698734
8.27,7.78931,10.9229,10.9129,9.10657,rs0968 ,0.47,0.491717
8.79,7.7312,12.5209,12.6169,9.15821,rs0969 ,0.83,0.715794
